,smiles,pi3k,mtor,rscore,pi3k_pred,mtor_pred
166,CCc1ncnc(-c2ccc(C(=O)N3CCOC(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.96617430604668,8.0484196550966,0.7,6.774201231545094,8.0425527322261
167,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.89619627904404,8.52287874528033,0.7,6.776366972446171,8.502359148295728
168,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.7033348097384575,8.22184874961635,0.7,6.620672890666822,8.524164897415403
169,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.489454989793379,7.76955107862172,0.2,6.663362625214861,7.984807399554536
170,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.642065152999541,8.15490195998574,0.2,6.6669455748127255,8.24245544971323
171,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.57024771999759,8.39794000867203,0.6,6.670858709103836,8.252987158249287
172,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(c4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.8477116556169415,8.09691001300805,0.7,6.7814155343816775,8.068063797945866
173,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.46344155742846,7.886056647693159,0.7,6.500285546125309,8.053384089212766
174,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.80410034759076,8.09691001300805,0.7,6.725430347550407,8.124939989480644
175,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.40671393297954,8.0,0.7,6.53988144106213,8.281740618754514
176,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(CC)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.41566877563246,7.7958800173440705,0.6,6.485389296717441,8.090793100696084
177,CCc1ncnc(-c2ccc(C(=O)N3CCC[C@@H]3CO)c(F)c2)c1C#Cc1ccc(N)nc1,6.92445303860746,8.30102999566398,0.7,6.919060297168359,8.278753610233805
178,CCc1ncnc(-c2ccc(C(=O)N3CC(C)NC(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.7351821769904605,7.585026652029179,0.7,6.64193425217953,7.784428290146213
179,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.93930215964638,8.69897000433601,0.7,6.960147477813229,8.55808143758035
180,CCc1ncnc(-c2ccc(C(=O)N3[C@H]4C[C@@H]3N4C)c(F)c2)c1C#Cc1ccc(N)nc1,6.47755576649367,7.67778070526608,0.0,6.627288038588237,7.850411536563826
181,CCc1ncnc(-c2ccc(C(=O)N3CCC[C@H]3CO)c(F)c2)c1C#Cc1ccc(N)nc1,6.866620788076483,8.49485002168009,0.7,6.919060297168359,8.278753610233805
182,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.641874714723349,8.28357926615344,0.7,6.6418214164539044,8.293739307750124
183,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.99567862621735,8.30102999566398,0.2,6.862838096066417,8.464075378968044
184,CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.426954250440941,8.155212281172151,0.6,6.38259941320063,7.839263358850245
185,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.29255757636125,7.24599587198936,0.7,6.551091171491723,7.61445994836006
187,CCc1ncnc(-c2ccc(C(=O)N3CCC(OC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.02798240132598,8.214670164989231,0.7,6.835050919417802,8.115477987749337
188,CCc1ncnc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.11410189872921,8.22548303427145,0.7,7.015698955616455,8.283799412873648
190,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.18177410638604,8.40120949323688,0.7,7.079081030526051,8.380524097130737
192,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.3766990109553,7.3667335888445695,0.6,6.432010606827264,7.7825379794538
193,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.3635622560205976,7.52505566453461,0.6,6.6042174836263925,7.957280333029677
194,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.75264057753106,7.7015836199387,0.6,6.80404050621195,8.544263014958144
195,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.33054364681633,7.84345084866821,0.7,6.577521391131704,7.9554416401051995
196,CCc1ncnc(-c2ccc(C(=O)N3CCNCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.78581869133617,8.10100072911021,0.7,6.904364021142675,8.074413508479335
197,CCc1ncnc(-c2ccc(C(=O)N(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.17250149186654,7.77121479901935,0.2,7.192463696681448,8.042650447054815
198,CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.39243775681641,7.65580428412856,0.7,6.6551331693855325,7.978769809168
199,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.680061560019691,8.00766744095253,0.6,6.814357242871719,8.236945965092275
201,CCc1ncnc(-c2ccc(C(=O)N3CCCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.186018924363519,8.32011805788713,0.7,7.062888273536087,8.368181073818972
202,CCc1ncnc(-c2ccc(C(=O)NCC3(C)COC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.180456064458129,8.155212281172151,0.7,6.95661923602515,8.105975712599191
203,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.18177410638604,7.53513801923396,0.7,6.426833423618985,8.206572890450103
204,Cc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccc4)CC3)cc2)c1C#Cc1ccc(N)nc1,7.17392519729917,8.39794000867203,0.6,6.955589077712501,8.126985725911295
205,COCCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,6.92811799269387,8.52287874528033,0.7,6.985338961497558,8.428825139172599
206,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,6.815308569182402,8.09691001300805,0.6,6.8030121224832305,8.337879763381936
207,Cc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)cc2)c1C#Cc1ccc(N)nc1,7.09151498112135,7.76955107862172,0.7,6.931170025906391,7.972542579705286
208,Cc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)cc2)c1C#Cc1ccc(N)nc1,6.87289520163519,8.39794000867203,0.6,7.041958038775534,8.424109821627582
210,Cc1ncnc(-c2ccc(C(=O)N3CCN(CCO)CC3)cc2)c1C#Cc1ccc(N)nc1,6.97469413473522,8.52287874528033,0.7,7.106496809995884,8.417713653678385
211,Cc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)cc2)c1C#Cc1ccc(N)nc1,6.903089986991942,8.39794000867203,0.6,6.784565556220028,8.262267486102047
212,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.55284196865778,7.50863830616572,0.7,6.612782495077073,7.65274347798729
213,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.69250396208678,8.52287874528033,0.7,6.547748129441224,8.233785764295467
214,CCc1ncnc(-c2ccc(C(=O)NC3CCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.459670525209121,7.823908740944309,0.7,6.630334822934794,7.824447191764988
215,CCc1ncnc(-c2ccc(C(=O)NC[C@H]3CCCN3CC)c(F)c2)c1C#Cc1ccc(N)nc1,6.247183568811718,7.3372421683184195,0.6,6.46203676591994,7.55269693443076
216,CCc1ncnc(-c2ccc(C(=O)NC3CCN(CCOC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.87289520163519,7.95860731484177,0.6,6.727183127397503,8.005269862350971
217,CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)N(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.3840499483435895,7.7958800173440705,0.3,6.37804537523119,7.783750642411427
220,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.474955192963152,7.55284196865778,0.7,6.437008601234412,7.768777868945327
221,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCN(O)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.454692883534171,7.886056647693159,0.2,6.684223914002014,8.117595239556678
222,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.36051351073141,8.0,0.7,6.51723530019365,7.992461284007784
223,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCC(N5CCCC5)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.51144928349955,8.09691001300805,0.6,6.381010608673926,8.004086182188956
224,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.801342913045571,7.95860731484177,0.7,6.6201235364786495,7.946666050874697
225,CCc1ncnc(-c2ccc(C(=O)NC3CCN(C4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.431798275933,8.15490195998574,0.7,6.4133522752069325,8.017185476213792
226,CCc1ncnc(-c2ccc(C(=O)NCCN3CCCC3=O)c(F)c2)c1C#Cc1ccc(N)nc1,7.3372421683184195,8.30102999566398,0.6,7.148860034351131,8.116677756259277
227,CCc1ncnc(-c2ccc(C(=O)NC3CCS(=O)(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.10237290870955,8.30102999566398,0.7,7.080926826280422,8.182379435096953
228,CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.5654310959658,7.744727494896691,0.7,6.471150815109475,7.792887947687392
230,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.6439741428068695,8.69897000433601,0.6,6.676139234631133,8.378531882769943
232,CCc1ncnc(-c2ccc(C(=O)NCCN3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.3565473235138095,8.39794000867203,0.7,7.05374136758738,8.157216993179038
233,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.09691001300805,8.30102999566398,0.7,7.071026920505204,8.166766338420867
234,CCc1ncnc(-c2ccc(C(=O)N3CCCCO3)c(F)c2)c1C#Cc1ccc(N)nc1,6.97881070093006,7.95860731484177,0.7,7.025105849206863,8.006416519056675
235,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.19382002601611,8.15490195998574,0.6,7.183675607693148,8.273189488776222
236,CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(F)c2)c1C#Cc1ccc(N)nc1,7.20065945054641,8.15490195998574,0.6,7.102978630575254,8.108735515402806
237,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)cc2)c1C#Cc1ccc(N)nc1,7.37675070960209,8.0,0.7,7.256738435949957,7.988206049816099
238,CCc1ncnc(-c2ccc(C(=O)N3CCCCO3)cc2)c1C#Cc1ccc(N)nc1,7.11350927482751,7.886056647693159,0.7,7.190929256197977,7.820804854214023
239,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)cc2)c1C#Cc1ccc(N)nc1,7.4089353929735005,7.92081875395237,0.6,7.385692909151956,8.00898979005398
240,CCc1ncnc(-c2ccc(C(=O)N(C)OC)cc2)c1C#Cc1ccc(N)nc1,7.180456064458129,7.7958800173440705,0.6,7.1892285060488135,7.788828913892701
241,Cc1ncnc(-c2ccc(C(=O)N3CCCO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.3187587626244115,8.0,0.6,7.210621875185693,8.004793740437819
242,Cc1ncnc(-c2ccc(C(=O)N3CCCCO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.32790214206428,7.76955107862172,0.6,7.164700803887352,7.8444439210736245
243,Cc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.2839966563652,8.09691001300805,0.6,7.2604540131018505,8.111216890793173
244,CON(C)C(=O)c1ccc(-c2ncnc(C)c2C#Cc2ccc(N)nc2)cc1F,7.18708664335714,7.92081875395237,0.7,7.152929222264555,7.946762917419756
245,Cc1ncnc(-c2ccc(C(=O)N3CCCO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.431798275933,7.823908740944309,0.3,7.27088442737764,7.987303878029441
246,Cc1ncnc(-c2ccc(C(=O)N3CCCCO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.3372421683184195,7.65757731917779,0.6,7.220865774606099,7.814596768529152
247,Cc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.42021640338318,8.04575749056067,0.6,7.3592585825210834,8.055199979619104
248,CON(C)C(=O)c1ccc(-c2ncnc(C)c2C#Cc2ccc(N)nc2)cc1Cl,7.34678748622465,7.76955107862172,0.7,7.231604195824963,7.840848074624879
249,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.806875401645532,8.09691001300805,0.7,6.782988433333939,8.259908115947866
250,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.64589156085259,7.76955107862172,0.7,6.661139222133619,7.8872811673069405
251,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.57024771999759,8.09691001300805,0.6,6.676139234631133,8.378531882769943
252,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.79317412396814,7.744727494896691,0.6,6.676139234631133,8.378531882769943
253,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(CC)CC)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.417936637088291,7.602059991327961,0.7,6.495466654739925,7.8892392611903315
255,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)nc2)c1C#Cc1ccc(N)nc1,6.669586226650798,7.619788758288389,0.6,6.863699568923979,7.6908866505906675
256,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.87811201489631,8.88941028970075,0.7,6.698448304810979,8.763986782293218
257,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.6247022617826605,8.66154350639539,0.6,6.550344263141208,8.909788312553406
258,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.55940573816016,8.649751981665831,0.6,6.625803365852737,8.715912048549637
259,CCCN1CCN(C(=O)c2c(F)cc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,6.87484417041946,8.6695862266508,0.6,6.636307824246814,8.700922567879598
261,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.9072793553159,9.45593195564972,0.7,6.721710821381353,9.086333094742697
262,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.723308471154961,9.0268721464003,0.7,6.542651690835363,8.568941209940338
263,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,5.87778412172717,8.12378215940835,0.6,6.257573603095011,8.565685423297158
264,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.700274846024362,9.397940008672029,0.7,6.618827411935884,9.036926382940177
266,CCc1ncnc(-c2cc(F)c(C(=O)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.90378541465359,9.0268721464003,0.7,6.791914593555279,8.6454875009771
267,CCc1ncnc(-c2cc(F)c(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,7.18708664335714,8.465973893943861,0.7,7.037635334798483,8.301075290950331
268,CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.81219736128158,8.421360790031919,0.6,6.899790948174784,8.37019163062527
269,CCc1ncnc(-c2cc(F)c(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.452594540332509,8.99139982823808,0.6,6.689381279281083,8.529477834833763
270,CCc1ncnc(-c2ccc(C(=O)N3C[C@H]4C[C@@H]3CN4C)c(F)c2)c1C#Cc1ccc(N)nc1,6.47729500726524,7.679645967182321,0.2,6.563841021730052,7.797188400710958
271,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)OCCCO4)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.04359142880416,8.05848856736559,0.6,6.9337197694823764,8.195037800768574
272,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.9974020192800905,8.34678748622465,0.7,6.84457696852767,8.503618090936795
273,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.303119628317231,7.49335969443349,0.7,6.3428336951761235,7.774872051029638
275,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.289205900069669,7.396963943749469,0.6,6.334633107218016,7.767404858100941
276,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,6.29955589897224,8.34486156518861,0.6,6.511989241290138,8.4496240895301
277,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.634137784597441,7.94500413847085,0.7,6.7664604596427225,8.11615124071341
278,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,7.013855535289482,7.991399828238079,0.7,6.720825416961491,7.924698859883954
279,CCc1ncnc(-c2ccc(C(=O)N3CCCC(O)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.98213228103649,7.92591531097175,0.7,6.951588425757707,7.738931250154023
280,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.83445892327762,7.90378541465359,0.7,6.774071723806898,8.23903553639116
281,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.99869906697958,8.19791074211826,0.7,6.98136247340001,8.09834470043479
282,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(OC)c2)c1C#Cc1ccc(N)nc1,7.12761061158217,8.17783192063198,0.2,7.124610957112216,8.04235488863943
283,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.80437705641306,8.052566278112941,0.7,6.959420299468107,7.94622080676499
284,CCc1ncnc(-c2ccc(C(=O)N3CCCC(N(C)C)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.68739956073874,7.05315488603937,0.6,6.624913634439234,7.343880951266
285,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.23799703062488,7.12453358413361,0.5,6.399926907468156,7.452425073655488
286,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.33695902510602,7.291409154849651,0.6,6.273560704444843,7.418516277784041
287,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.78251605578609,8.140261433802849,0.7,6.79081512784949,8.4367928131489
288,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.828566099056991,7.207958689287911,0.7,6.716310741191353,7.696464185571385
289,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.4473317838878,7.47159756204638,0.7,6.716310741191353,7.696464185571385
290,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.55361818777755,7.67902332265717,0.6,6.554342299123935,7.732546405792058
291,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.59653629865468,7.29679462930451,0.7,6.482112207853884,7.401464906211432
292,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.531062194334531,7.478992747591389,0.6,6.563536533519207,7.599681548797502
293,CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(OC)c2)c1C#Cc1ccc(N)nc1,7.158765704493951,8.19178902707577,0.7,7.075236347284885,8.041408843319497
294,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.98842955640272,8.315154638355581,0.7,6.984075402827,8.14809830217316
295,CCOC(=O)N1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,6.60888838629719,7.709965388637481,0.7,6.766960967606137,7.890219942154854
296,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.46483251488505,7.489454989793379,0.7,6.53718129776722,7.657794329957753
297,CCc1ncnc(-c2ccc(C(=O)NCCN3CCOCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.92664829761309,7.66054855869355,0.7,6.9484543109876675,7.880476310801198
298,CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(OC)c2)c1C#Cc1ccc(N)nc1,7.05551732784983,7.80244378684646,0.7,6.9963257449028875,7.83607524976125
299,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.179404503455499,7.26962153141235,0.6,6.232205309060371,7.39374480131341
300,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CCCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,5.51541547071715,7.79887610279261,0.6,5.93648497187558,7.675382489734877
301,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.385630160451711,8.16621562534352,0.7,6.49923792801501,8.274950477623365
302,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.38163806889012,8.305394801066429,0.7,6.3581968871197,8.000923247219866
303,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.86454930065448,8.928117992693869,0.6,6.693200973788318,8.305771933126321
308,CCc1ncnc(-c2ccc(C(=O)N3CCCC(N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.560983271612481,7.9079815292472,0.6,6.684027307285141,8.061719581301622
309,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.63301702402214,8.7495799976911,0.6,6.58688903978954,8.308224299023493
310,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.888737486340929,8.542118103265999,0.6,6.80404050621195,8.544263014958144
311,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.634512015109099,8.47108329972234,0.6,6.80404050621195,8.544263014958144
315,CCOC(=O)N1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2Cl)CC1,7.08772478950118,8.444905551421678,0.7,6.955993249549464,8.213351202504622
316,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.332080314682631,8.22184874961635,0.6,6.4870796967406,8.03886740320012
317,CCc1ncnc(-c2ccc(C(=O)NCCN3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.945386945443111,8.42021640338319,0.7,7.001517381511014,8.36395843208289
318,CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.24872089601665,8.356547323513809,0.6,7.087503217989257,8.14357369760598
319,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2C)CC1,6.83268266525182,8.81815641205522,0.7,6.837102380560072,8.591752430470057
320,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.103198302335072,8.43889861635094,0.7,6.992704596054521,8.469019187217567
322,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.51286162452281,8.315154638355581,0.6,6.81507405486636,8.325144283496076
324,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.74811854544747,8.46470587995723,0.6,6.908789561544243,8.639480960003283
326,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(C)c2)c1C#Cc1ccc(N)nc1,6.97102229479122,8.73992861201492,0.2,7.1806244917961735,8.572748872272225
327,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(C)c2)c1C#Cc1ccc(N)nc1,6.83683862502298,8.61618463401956,0.7,7.07739697148371,8.395167632986546
