,smiles,reward,rank,spaya_score,spaya_nb_steps,status,objective,SA_score,type,dataset,method,property,tb_synthesizability
7,N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)cc1,0.8972452616308355,7,0.7,4,DONE,0.8972452616308355,2.886503250932863,ws,chembl,smiles_lstm,Fexofenadine MPO,1
8,N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8972452616308355,8,0.7,3,DONE,0.8972452616308355,2.8983820970867082,ws,chembl,smiles_lstm,Fexofenadine MPO,1
9,NC(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)c1,0.8958611010332723,9,0.7,1,DONE,0.8958611010332723,2.8743633470867103,ws,chembl,smiles_lstm,Fexofenadine MPO,1
10,N=C(N)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8957133431763342,10,0.7,3,DONE,0.8957133431763342,2.918836904779017,ws,chembl,smiles_lstm,Fexofenadine MPO,1
11,N=C(N)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)c1,0.8955685534281314,11,0.7,4,DONE,0.8955685534281314,2.9346915416783244,ws,chembl,smiles_lstm,Fexofenadine MPO,1
12,NC(=O)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.895246137797739,12,0.8,1,DONE,0.895246137797739,2.7627138336720467,ws,chembl,smiles_lstm,Fexofenadine MPO,1
13,NC(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8943440373625452,13,0.7,2,DONE,0.8943440373625452,2.8539085393944,ws,chembl,smiles_lstm,Fexofenadine MPO,1
14,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3cccc(O)c3)CC2)cc1,0.8926829097251089,14,0.7,5,DONE,0.8926829097251089,2.954840521270162,ws,chembl,smiles_lstm,Fexofenadine MPO,1
15,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3cccnc3)CC2)cc1,0.8911205048336358,15,0.7,3,DONE,0.8911205048336358,2.5433727761673506,ws,chembl,smiles_lstm,Fexofenadine MPO,1
16,O=C(O)c1ccc(O)c(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8910657269993502,16,0.7,4,DONE,0.8910657269993502,2.9347452308463,ws,chembl,smiles_lstm,Fexofenadine MPO,1
17,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2cccc(O)c2)CC1)c1cccc([N+](=O)[O-])c1,0.8909929585923912,17,0.7,3,DONE,0.8909929585923912,2.9096494260884125,ws,chembl,smiles_lstm,Fexofenadine MPO,1
18,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccncc3)c3ccccn3)CC2)cc1,0.8895904703946709,18,0.7,4,DONE,0.8895904703946709,2.9687595009328636,ws,chembl,smiles_lstm,Fexofenadine MPO,1
19,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)cc1,0.8895904703946709,19,0.7,3,DONE,0.8895904703946709,2.9806383470867086,ws,chembl,smiles_lstm,Fexofenadine MPO,1
20,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)cc1,0.8895242681131784,20,0.7,3,DONE,0.8895242681131784,2.8723117928557187,ws,chembl,smiles_lstm,Fexofenadine MPO,1
21,N=C(N)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8893448379204375,21,0.7,3,DONE,0.8893448379204375,2.939614789394401,ws,chembl,smiles_lstm,Fexofenadine MPO,1
22,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)c1cccc([N+](=O)[O-])c1,0.8886946557683391,22,0.7,3,DONE,0.8886946557683391,2.9105968747597135,ws,chembl,smiles_lstm,Fexofenadine MPO,1
23,O=C(CCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)Nc1ccc(C(=O)O)cc1,0.8885119471579744,23,0.7,2,DONE,0.8885119471579744,2.799640678256033,ws,chembl,smiles_lstm,Fexofenadine MPO,1
24,O=C(O)c1ccccc1C(=O)NCCCN1CCC(C(O)(c2ccccc2)c2ccncc2)CC1,0.8884649014506779,24,0.7,4,DONE,0.8884649014506779,2.8611839273111244,ws,chembl,smiles_lstm,Fexofenadine MPO,1
25,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccc[n+]([O-])c3)CC2)cc1,0.8882097275141113,25,0.7,4,DONE,0.8882097275141113,3.2317466437191413,ws,chembl,smiles_lstm,Fexofenadine MPO,1
26,O=C(O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3ccccn3)CC2)cc1,0.8880608613875464,26,0.7,1,DONE,0.8880608613875464,2.5806968146288884,ws,chembl,smiles_lstm,Fexofenadine MPO,1
27,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.888019719716248,27,0.8,3,DONE,0.888019719716248,2.8839482135778542,ws,chembl,smiles_lstm,Fexofenadine MPO,1
28,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.888019719716248,28,0.8,1,DONE,0.888019719716248,2.9039855762152165,ws,chembl,smiles_lstm,Fexofenadine MPO,1
29,NC(=O)c1ccccc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,0.8879413510044856,29,0.7,2,DONE,0.8879413510044856,2.7984637551791103,ws,chembl,smiles_lstm,Fexofenadine MPO,1
30,NC(=O)c1ccccc1NCC(O)CN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,0.8879413510044856,30,0.8,2,DONE,0.8879413510044856,2.8471767850064253,ws,chembl,smiles_lstm,Fexofenadine MPO,1
31,O=C(O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)c1,0.887641074868554,31,0.7,3,DONE,0.887641074868554,3.1725478846722197,ws,chembl,smiles_lstm,Fexofenadine MPO,1
32,N=C(O)c1cccc(CCC(O)CN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)c1,0.887641074868554,32,0.7,4,DONE,0.887641074868554,3.403797021249927,ws,chembl,smiles_lstm,Fexofenadine MPO,1
33,NS(=O)(=O)c1ccc(C(=O)NCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.8873091408314404,33,0.7,2,DONE,0.8873091408314404,2.3392149137948923,ws,chembl,smiles_lstm,Fexofenadine MPO,1
34,NC(=O)c1ccccc1OCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1,0.8870663483829772,34,0.7,3,DONE,0.8870663483829772,2.853917193240555,ws,chembl,smiles_lstm,Fexofenadine MPO,1
35,O=C(O)Cc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8868979407002728,35,0.8,1,DONE,0.8868979407002728,3.223332372827672,ws,chembl,smiles_lstm,Fexofenadine MPO,1
36,O=C(O)c1cc([N+](=O)[O-])ccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccncc2)CC1,0.8866767781127121,36,0.7,5,DONE,0.8866767781127121,2.9982338921078284,ws,chembl,smiles_lstm,Fexofenadine MPO,1
37,O=C(O)c1cc([N+](=O)[O-])ccc1OCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1,0.8866767781127121,37,0.7,4,DONE,0.8866767781127121,3.009305438037627,ws,chembl,smiles_lstm,Fexofenadine MPO,1
38,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)c1ccc(O)c(O)c1,0.8862954764777983,38,0.7,3,DONE,0.8862954764777983,2.935958888617101,ws,chembl,smiles_lstm,Fexofenadine MPO,1
39,N=C(N)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)c1,0.8861764115530096,39,0.7,2,DONE,0.8861764115530096,2.883319485163412,ws,chembl,smiles_lstm,Fexofenadine MPO,1
40,NS(=O)(=O)c1ccc(OCCCN2CCCC(C(O)(c3ccccc3)c3ccncc3)CC2)cc1,0.8859643632306016,40,0.7,3,DONE,0.8859643632306016,3.1356354954476267,ws,chembl,smiles_lstm,Fexofenadine MPO,1
41,O=C(O)c1ccc(NCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8858971333180405,41,0.7,3,DONE,0.8858971333180405,2.8389561355482478,ws,chembl,smiles_lstm,Fexofenadine MPO,1
42,NC(=O)Nc1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8858695424892212,42,0.8,3,DONE,0.8858695424892212,2.9045652822234924,ws,chembl,smiles_lstm,Fexofenadine MPO,1
43,N=C(N)c1ccc(OCCCN2CCC(C(O)C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.8856532848602775,43,0.7,4,DONE,0.8856532848602775,2.9303804238838573,ws,chembl,smiles_lstm,Fexofenadine MPO,1
44,O=C(O)c1ccccc1C(=O)NCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1,0.8855488076521759,44,0.7,2,DONE,0.8855488076521759,2.872474711774185,ws,chembl,smiles_lstm,Fexofenadine MPO,1
45,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3cccc(O)c3)CC2)cc1,0.884854330189095,45,0.7,5,DONE,0.884854330189095,3.0185738022748714,ws,chembl,smiles_lstm,Fexofenadine MPO,1
46,O=C(O)c1cccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)c1,0.8847898893502605,46,0.7,3,DONE,0.8847898893502605,3.0183042124713246,ws,chembl,smiles_lstm,Fexofenadine MPO,1
47,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8838941237392384,47,0.7,2,DONE,0.8838941237392384,2.8543960393944,ws,chembl,smiles_lstm,Fexofenadine MPO,1
48,O=C(O)c1cccnc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,0.8835730580932704,48,0.7,4,DONE,0.8835730580932704,2.9268204270786384,ws,chembl,smiles_lstm,Fexofenadine MPO,1
49,O=C(O)c1cccc(OCCCN2CCC(C(O)(c3cccnc3)c3cccnc3)CC2)c1,0.8832723225259043,49,0.7,6,DONE,0.8832723225259043,2.581038641551965,ws,chembl,smiles_lstm,Fexofenadine MPO,1
50,O=C(O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)c1,0.8832481272614828,50,0.7,2,DONE,0.8832481272614828,3.2042216680317175,ws,chembl,smiles_lstm,Fexofenadine MPO,1
51,O=C(CCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)Nc1ccc(O)c(O)c1,0.88321085440394,51,0.7,3,DONE,0.88321085440394,2.940580395681465,ws,chembl,smiles_lstm,Fexofenadine MPO,1
52,O=C(CCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)Nc1cccc(C(=O)O)c1,0.8824866145180372,52,0.7,3,DONE,0.8824866145180372,2.8525184284535445,ws,chembl,smiles_lstm,Fexofenadine MPO,1
53,O=C(O)c1ccccc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2cccc(O)c2)CC1,0.8824038604333028,53,0.7,3,DONE,0.8824038604333028,3.182194723170399,ws,chembl,smiles_lstm,Fexofenadine MPO,1
54,O=C(O)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)cc1,0.8819690920270684,54,0.7,4,DONE,0.8819690920270684,3.1356507104179023,ws,chembl,smiles_lstm,Fexofenadine MPO,1
55,O=C(O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.881784473972691,55,0.7,4,DONE,0.881784473972691,3.1841843053943553,ws,chembl,smiles_lstm,Fexofenadine MPO,1
56,NC(=O)Nc1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)cc1,0.8815665824941331,56,0.7,3,DONE,0.8815665824941331,3.0524967507549627,ws,chembl,smiles_lstm,Fexofenadine MPO,1
57,NC(=O)Nc1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3ccccn3)CC2)cc1,0.8815665824941331,57,0.8,2,DONE,0.8815665824941331,2.6520440294859533,ws,chembl,smiles_lstm,Fexofenadine MPO,1
58,O=C(O)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8804956374054861,58,0.8,1,DONE,0.8804956374054861,3.167324493777402,ws,chembl,smiles_lstm,Fexofenadine MPO,1
59,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccn2)CC1)c1ccc([N+](=O)[O-])cc1,0.8804956374054861,59,0.7,1,DONE,0.8804956374054861,2.9040000735411304,ws,chembl,smiles_lstm,Fexofenadine MPO,1
60,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3ccncc3)c3ccccn3)CC2)cc1,0.8804185564598584,60,0.7,3,DONE,0.8804185564598584,3.0338205586251705,ws,chembl,smiles_lstm,Fexofenadine MPO,1
61,NS(=O)(=O)c1ccc(OCCCN2CCCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8801489855439081,61,0.7,5,DONE,0.8801489855439081,3.1663684733608024,ws,chembl,smiles_lstm,Fexofenadine MPO,1
62,O=C(O)c1ccccc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2ccncc2)CC1,0.879207649012263,62,0.7,4,DONE,0.879207649012263,3.173955106022298,ws,chembl,smiles_lstm,Fexofenadine MPO,1
63,CC(=O)Nc1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)cc1,0.8789733358619299,63,0.7,3,DONE,0.8789733358619299,2.996941505999718,ws,chembl,smiles_lstm,Fexofenadine MPO,1
64,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3cccnc3)CC2)cc1,0.8788911147202972,64,0.7,5,DONE,0.8788911147202972,2.6084338338596567,ws,chembl,smiles_lstm,Fexofenadine MPO,1
65,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)cc1,0.8788911147202972,65,0.7,2,DONE,0.8788911147202972,3.0456994047790173,ws,chembl,smiles_lstm,Fexofenadine MPO,1
66,O=[N+]([O-])c1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3ccccn3)CC2)cc1,0.8788911147202972,66,0.7,1,DONE,0.8788911147202972,2.6457578723211963,ws,chembl,smiles_lstm,Fexofenadine MPO,1
67,O=[N+]([O-])c1ccc(O)c(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8788201554952005,67,0.7,3,DONE,0.8788201554952005,3.001738009496221,ws,chembl,smiles_lstm,Fexofenadine MPO,1
68,O=C(CO)Nc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8788026752425588,68,0.7,3,DONE,0.8788026752425588,3.281133728424254,ws,chembl,smiles_lstm,Fexofenadine MPO,1
69,O=C(O)c1ccc(NCCCN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)cc1,0.8787802931788663,69,0.7,6,DONE,0.8787802931788663,2.836087146073929,ws,chembl,smiles_lstm,Fexofenadine MPO,1
70,O=C(O)c1cccc(C(=O)NCCN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)c1,0.8785856625627809,70,0.7,3,DONE,0.8785856625627809,2.828132671976597,ws,chembl,smiles_lstm,Fexofenadine MPO,1
71,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2ccccn2)CC1)Nc1cccc(C(=O)O)c1,0.8781853136146095,71,0.7,4,DONE,0.8781853136146095,2.927684144879702,ws,chembl,smiles_lstm,Fexofenadine MPO,1
72,CC(=O)Nc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8781853136146095,72,0.7,2,DONE,0.8781853136146095,3.167330849598425,ws,chembl,smiles_lstm,Fexofenadine MPO,1
73,O=C(O)c1ccccc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1,0.8777530791171294,73,0.7,3,DONE,0.8777530791171294,3.1855915267444335,ws,chembl,smiles_lstm,Fexofenadine MPO,1
74,O=C(O)c1ccc(OCCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8777530791171294,74,0.7,5,DONE,0.8777530791171294,3.21950617328464,ws,chembl,smiles_lstm,Fexofenadine MPO,1
75,NC(=O)c1ccccc1C(=O)NCCCN1CCC(C(O)(c2ccccc2)c2cccc(O)c2)CC1,0.8772237703012814,75,0.7,3,DONE,0.8772237703012814,2.9089288883736977,ws,chembl,smiles_lstm,Fexofenadine MPO,1
76,COc1ccccc1C(O)(c1ccccc1)C1CCN(CCCNC(=O)C(O)c2ccc([N+](=O)[O-])cc2)CC1,0.8770473233838099,76,0.7,4,DONE,0.8770473233838099,3.3259536837876826,ws,chembl,smiles_lstm,Fexofenadine MPO,1
77,CC(=O)Nc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8767342121780466,77,0.8,1,DONE,0.8767342121780466,3.1867730430485404,ws,chembl,smiles_lstm,Fexofenadine MPO,1
78,NC(=O)c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccc(O)c3)CC2)cc1,0.8765151077369231,78,0.7,3,DONE,0.8765151077369231,3.1707314924011687,ws,chembl,smiles_lstm,Fexofenadine MPO,1
79,O=C(O)c1ccccc1OCC(O)CN1CCC(C(O)(c2ccccc2)c2ccccn2)CC1,0.876298765777123,79,0.7,2,DONE,0.876298765777123,3.2056288893817975,ws,chembl,smiles_lstm,Fexofenadine MPO,1
80,NS(=O)(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.87629708073625,80,0.7,3,DONE,0.87629708073625,2.939031887047241,ws,chembl,smiles_lstm,Fexofenadine MPO,1
81,NS(=O)(=O)c1cccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)c1,0.87629708073625,81,0.8,2,DONE,0.87629708073625,2.959069249684605,ws,chembl,smiles_lstm,Fexofenadine MPO,1
82,O=C(CCN1CCC(C(O)(c2ccccc2)c2ccncc2)CC1)Nc1ccc(O)c(O)c1,0.8759225147232148,82,0.7,4,DONE,0.8759225147232148,2.9082216871676803,ws,chembl,smiles_lstm,Fexofenadine MPO,1
83,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)c1ccccc1[N+](=O)[O-],0.8753524380800959,83,0.7,2,DONE,0.8753524380800959,2.9264281009592565,ws,chembl,smiles_lstm,Fexofenadine MPO,1
84,O=C(CCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)Nc1ccc(O)c(O)c1,0.8744261385119471,84,0.7,3,DONE,0.8744261385119471,2.9202255738073557,ws,chembl,smiles_lstm,Fexofenadine MPO,1
85,O=C(NCCCN1CCC(C(O)(c2ccccc2)c2cccnc2)CC1)Nc1ccc(O)c(O)c1,0.8741578478949652,85,0.7,4,DONE,0.8741578478949652,2.993824597531992,ws,chembl,smiles_lstm,Fexofenadine MPO,1
86,NC(=O)Nc1ccc(OCCCN2CCC(C(O)(c3ccc(F)cc3)c3cccnc3)CC2)cc1,0.8741169780226165,86,0.7,4,DONE,0.8741169780226165,2.9258427239600184,ws,chembl,smiles_lstm,Fexofenadine MPO,1
87,N#CCC(=O)Nc1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3ccccn3)CC2)cc1,0.8739614418734456,87,0.8,2,DONE,0.8739614418734456,2.7752661204523132,ws,chembl,smiles_lstm,Fexofenadine MPO,1
88,NC(=O)Cc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1,0.8738327259298572,88,0.8,1,DONE,0.8738327259298572,3.2603235380980458,ws,chembl,smiles_lstm,Fexofenadine MPO,1
89,O=C(O)C(=O)Nc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8732744820616234,89,0.7,3,DONE,0.8732744820616234,3.285350757395543,ws,chembl,smiles_lstm,Fexofenadine MPO,1
90,O=[N+]([O-])c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)cc1,0.8731324418536189,90,0.7,3,DONE,0.8731324418536189,3.1993839914226125,ws,chembl,smiles_lstm,Fexofenadine MPO,1
91,O=[N+]([O-])c1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8731324418536189,91,0.8,2,DONE,0.8731324418536189,3.211020412144747,ws,chembl,smiles_lstm,Fexofenadine MPO,1
92,NC(=O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccncc3)CC2)c1,0.8730083752048095,92,0.7,4,DONE,0.8730083752048095,3.1989064404022027,ws,chembl,smiles_lstm,Fexofenadine MPO,1
93,CS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccncc3)c3ccccn3)CC2)cc1,0.8729929861026678,93,0.8,3,DONE,0.8729929861026678,3.043932044033112,ws,chembl,smiles_lstm,Fexofenadine MPO,1
94,O=C(O)c1ccc(C(=O)NCCCCN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1,0.8729469761423159,94,0.7,4,DONE,0.8729469761423159,2.8537550028678673,ws,chembl,smiles_lstm,Fexofenadine MPO,1
95,NC(=O)c1ccc(OCCCN2CCC(C(O)(c3cccnc3)c3ccccn3)CC2)cc1,0.8727841284109523,95,0.7,2,DONE,0.8727841284109523,3.0077998855482466,ws,chembl,smiles_lstm,Fexofenadine MPO,1
96,COC(=O)c1cccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)c1,0.8727055087562217,96,0.7,2,DONE,0.8727055087562217,3.20045880085509,ws,chembl,smiles_lstm,Fexofenadine MPO,1
97,CC(=O)N(C(C)=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)c3ccccn3)CC2)cc1,0.8725871944485554,97,0.7,3,DONE,0.8725871944485554,2.8895760447648353,ws,chembl,smiles_lstm,Fexofenadine MPO,1
98,NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3cccc(O)c3)c3ccccn3)CC2)cc1,0.8720532230469654,98,0.7,4,DONE,0.8720532230469654,3.0653591337086876,ws,chembl,smiles_lstm,Fexofenadine MPO,1
99,O=[N+]([O-])c1ccccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccncc2)CC1,0.8719189415329536,99,0.7,3,DONE,0.8719189415329536,2.880878250932863,ws,chembl,smiles_lstm,Fexofenadine MPO,1
0,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)c(OC)c1,0.8425621349774762,0,0.7,4,DONE,0.8425621349774762,2.446731657932588,ws,chembl,smiles_lstm,Ranolazine MPO,1
1,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)cc1OC,0.8423771849189264,1,0.7,4,DONE,0.8423771849189264,2.416197132648721,ws,chembl,smiles_lstm,Ranolazine MPO,1
2,CCCCCCCCCCCC(=O)Nc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8392792992800449,2,0.7,4,DONE,0.8392792992800449,2.4475188909104784,ws,chembl,smiles_lstm,Ranolazine MPO,1
3,CCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c(OC)c1,0.838817545420731,3,0.7,4,DONE,0.838817545420731,2.38236553623808,ws,chembl,smiles_lstm,Ranolazine MPO,1
4,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2C)c(F)c1,0.8378960859508803,4,0.8,3,DONE,0.8378960859508803,2.3117475053483627,ws,chembl,smiles_lstm,Ranolazine MPO,1
5,CCCCCCCCC(O)c1cccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2)c1F,0.837587206177041,5,0.7,4,DONE,0.837587206177041,2.862369113036989,ws,chembl,smiles_lstm,Ranolazine MPO,1
6,CCCCCCCCCCOc1ccc(F)c(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2)c1C,0.8372991533611684,6,0.7,4,DONE,0.8372991533611684,2.458024877876465,ws,chembl,smiles_lstm,Ranolazine MPO,1
7,CCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c(C)c1OC,0.8371930396729382,7,0.7,4,DONE,0.8371930396729382,2.4428421676137546,ws,chembl,smiles_lstm,Ranolazine MPO,1
8,CCCCCCCCOc1cccc(OCCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1O,0.8364509921576047,8,0.7,4,DONE,0.8364509921576047,2.4473763822348342,ws,chembl,smiles_lstm,Ranolazine MPO,1
9,CCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8359258788996285,9,0.8,4,DONE,0.8359258788996285,2.382280179331765,ws,chembl,smiles_lstm,Ranolazine MPO,1
10,CCCCCCCCCC(=O)Nc1ccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8357952917445987,10,0.7,3,DONE,0.8357952917445987,2.4495061544665937,ws,chembl,smiles_lstm,Ranolazine MPO,1
11,CCCCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8357870267723563,11,0.7,4,DONE,0.8357870267723563,2.4399408123197173,ws,chembl,smiles_lstm,Ranolazine MPO,1
12,CCCCCCCCCCC(O)COc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8355701285974363,12,0.7,5,DONE,0.8355701285974363,2.9563210616489,ws,chembl,smiles_lstm,Ranolazine MPO,1
13,COCCCCCOc1ccc(OCCCCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2)cc1C,0.8355352589316626,13,0.8,3,DONE,0.8355352589316626,2.311032109454862,ws,chembl,smiles_lstm,Ranolazine MPO,1
14,CCCCCCCCOc1ccc(NC(=O)OCCCCCCOc2ccc(C(=O)O)c(F)c2)cc1C,0.8354498149910089,14,0.8,4,DONE,0.8354498149910089,2.350320900663652,ws,chembl,smiles_lstm,Ranolazine MPO,1
15,CCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)c1O,0.8351089084255063,15,0.7,5,DONE,0.8351089084255063,2.49076256645548,ws,chembl,smiles_lstm,Ranolazine MPO,1
16,CCCCCCCCCCCCOc1ccccc1C(=O)OCC(=O)NCCCCCC(=O)Nc1ccc(C)c(F)c1,0.8347967719303464,16,0.7,2,DONE,0.8347967719303464,2.391257735396639,ws,chembl,smiles_lstm,Ranolazine MPO,1
17,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2C)cc1F,0.834521184179197,17,0.7,4,DONE,0.834521184179197,2.34400367205526,ws,chembl,smiles_lstm,Ranolazine MPO,1
18,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8342094857209769,18,0.7,5,DONE,0.8342094857209769,2.3095321207329764,ws,chembl,smiles_lstm,Ranolazine MPO,1
19,CCCCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2C)cc1F,0.8339487847502665,19,0.7,4,DONE,0.8339487847502665,2.5145579337548796,ws,chembl,smiles_lstm,Ranolazine MPO,1
